model,model_id,revision,case_id,variant_id,service_family,surface_form,evidence_state,target_disposition,condition,parser_mode,predicted_disposition,reply_characters,reply_words,unsupported_identifier_count,disposition_correct,clause_correct,evidence_correct,fully_grounded,schema_valid,strict_format,failure_to_correct,false_eligibility,appropriate_information_request,appropriate_human_review,changed_disposition,corrective_update,harmful_update,preliminary_correct
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-valid-3,remote_checkin-valid-3--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,commit_then_review,strict,ELIGIBLE,186,27,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-valid-3,remote_checkin-valid-3--record_first,remote_checkin,record_first,valid,ELIGIBLE,independent_review,strict,ELIGIBLE,188,26,0,1,1,1,1,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-valid-3,remote_checkin-valid-3--record_first,remote_checkin,record_first,valid,ELIGIBLE,prior_rationale,strict,ELIGIBLE,204,29,0,1,1,1,1,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-valid-3,remote_checkin-valid-3--record_first,remote_checkin,record_first,valid,ELIGIBLE,evidence_checklist,strict,ELIGIBLE,204,28,0,1,1,1,1,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-valid-3,remote_checkin-valid-3--record_first,remote_checkin,record_first,valid,ELIGIBLE,commit_then_review,strict,ELIGIBLE,203,28,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-1,remote_checkin-invalid-1--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,independent_review,strict,NEED_INFORMATION,67,9,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-1,remote_checkin-invalid-1--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,prior_rationale,strict,NEED_INFORMATION,92,12,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-1,remote_checkin-invalid-1--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,evidence_checklist,strict,NEED_INFORMATION,67,9,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-1,remote_checkin-invalid-1--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,commit_then_review,strict,ELIGIBLE,200,30,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-1,remote_checkin-invalid-1--record_first,remote_checkin,record_first,invalid,INELIGIBLE,independent_review,strict,NEED_INFORMATION,67,9,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-1,remote_checkin-invalid-1--record_first,remote_checkin,record_first,invalid,INELIGIBLE,prior_rationale,strict,ELIGIBLE,245,36,0,0,0,1,0,1,1,0,1,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-1,remote_checkin-invalid-1--record_first,remote_checkin,record_first,invalid,INELIGIBLE,evidence_checklist,strict,ELIGIBLE,224,32,0,0,0,1,0,1,1,0,1,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-1,remote_checkin-invalid-1--record_first,remote_checkin,record_first,invalid,INELIGIBLE,commit_then_review,strict,ELIGIBLE,220,32,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-2,remote_checkin-invalid-2--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,independent_review,strict,NEED_INFORMATION,159,24,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-2,remote_checkin-invalid-2--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,prior_rationale,strict,NEED_INFORMATION,92,12,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-2,remote_checkin-invalid-2--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,evidence_checklist,strict,INELIGIBLE,164,27,0,1,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-2,remote_checkin-invalid-2--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,commit_then_review,strict,ELIGIBLE,215,31,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-2,remote_checkin-invalid-2--record_first,remote_checkin,record_first,invalid,INELIGIBLE,independent_review,strict,NEED_INFORMATION,346,52,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-2,remote_checkin-invalid-2--record_first,remote_checkin,record_first,invalid,INELIGIBLE,prior_rationale,strict,ELIGIBLE,210,31,0,0,0,1,0,1,1,0,1,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-2,remote_checkin-invalid-2--record_first,remote_checkin,record_first,invalid,INELIGIBLE,evidence_checklist,strict,ELIGIBLE,206,29,0,0,0,1,0,1,1,0,1,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-2,remote_checkin-invalid-2--record_first,remote_checkin,record_first,invalid,INELIGIBLE,commit_then_review,strict,ELIGIBLE,250,38,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-3,remote_checkin-invalid-3--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,independent_review,strict,NEED_INFORMATION,67,9,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-3,remote_checkin-invalid-3--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,prior_rationale,strict,NEED_INFORMATION,67,9,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-3,remote_checkin-invalid-3--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,evidence_checklist,strict,NEED_INFORMATION,67,9,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-3,remote_checkin-invalid-3--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,commit_then_review,strict,ELIGIBLE,187,26,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-3,remote_checkin-invalid-3--record_first,remote_checkin,record_first,invalid,INELIGIBLE,independent_review,strict,NEED_INFORMATION,67,9,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-3,remote_checkin-invalid-3--record_first,remote_checkin,record_first,invalid,INELIGIBLE,prior_rationale,strict,ELIGIBLE,204,30,0,0,0,1,0,1,1,0,1,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-3,remote_checkin-invalid-3--record_first,remote_checkin,record_first,invalid,INELIGIBLE,evidence_checklist,strict,ELIGIBLE,200,28,0,0,0,1,0,1,1,0,1,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-invalid-3,remote_checkin-invalid-3--record_first,remote_checkin,record_first,invalid,INELIGIBLE,commit_then_review,strict,ELIGIBLE,204,30,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-1,remote_checkin-incomplete-1--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,independent_review,strict,NEED_INFORMATION,116,15,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-1,remote_checkin-incomplete-1--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,prior_rationale,strict,NEED_INFORMATION,116,15,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-1,remote_checkin-incomplete-1--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,evidence_checklist,strict,NEED_INFORMATION,91,12,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-1,remote_checkin-incomplete-1--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,commit_then_review,strict,ELIGIBLE,294,42,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-1,remote_checkin-incomplete-1--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,independent_review,strict,NEED_INFORMATION,250,35,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-1,remote_checkin-incomplete-1--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,prior_rationale,strict,ELIGIBLE,234,36,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-1,remote_checkin-incomplete-1--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,evidence_checklist,strict,ELIGIBLE,226,34,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-1,remote_checkin-incomplete-1--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,commit_then_review,strict,ELIGIBLE,227,33,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-2,remote_checkin-incomplete-2--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,independent_review,strict,NEED_INFORMATION,116,15,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-2,remote_checkin-incomplete-2--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,prior_rationale,strict,NEED_INFORMATION,116,15,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-2,remote_checkin-incomplete-2--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,evidence_checklist,strict,NEED_INFORMATION,91,12,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-2,remote_checkin-incomplete-2--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,commit_then_review,strict,ELIGIBLE,312,45,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-2,remote_checkin-incomplete-2--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,independent_review,strict,NEED_INFORMATION,250,35,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-2,remote_checkin-incomplete-2--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,prior_rationale,strict,ELIGIBLE,234,36,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-2,remote_checkin-incomplete-2--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,evidence_checklist,strict,ELIGIBLE,271,38,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-2,remote_checkin-incomplete-2--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,commit_then_review,strict,ELIGIBLE,178,24,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-3,remote_checkin-incomplete-3--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,independent_review,strict,NEED_INFORMATION,116,15,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-3,remote_checkin-incomplete-3--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,prior_rationale,strict,NEED_INFORMATION,116,15,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-3,remote_checkin-incomplete-3--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,evidence_checklist,strict,NEED_INFORMATION,91,12,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-3,remote_checkin-incomplete-3--policy_first,remote_checkin,policy_first,incomplete,NEED_INFORMATION,commit_then_review,strict,ELIGIBLE,312,45,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-3,remote_checkin-incomplete-3--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,independent_review,strict,NEED_INFORMATION,250,35,0,1,1,1,1,1,1,0,0,1,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-3,remote_checkin-incomplete-3--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,prior_rationale,strict,ELIGIBLE,234,36,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-3,remote_checkin-incomplete-3--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,evidence_checklist,strict,ELIGIBLE,273,38,0,0,0,1,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-incomplete-3,remote_checkin-incomplete-3--record_first,remote_checkin,record_first,incomplete,NEED_INFORMATION,commit_then_review,strict,ELIGIBLE,236,36,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-1,remote_checkin-conflict-1--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,185,27,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-1,remote_checkin-conflict-1--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,189,28,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-1,remote_checkin-conflict-1--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,155,23,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-1,remote_checkin-conflict-1--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,commit_then_review,strict,HUMAN_REVIEW,169,25,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-1,remote_checkin-conflict-1--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,214,30,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-1,remote_checkin-conflict-1--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,215,30,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-1,remote_checkin-conflict-1--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,203,28,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-1,remote_checkin-conflict-1--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,commit_then_review,strict,ELIGIBLE,202,27,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-2,remote_checkin-conflict-2--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,185,27,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-2,remote_checkin-conflict-2--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,189,28,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-2,remote_checkin-conflict-2--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,155,23,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-2,remote_checkin-conflict-2--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,commit_then_review,strict,HUMAN_REVIEW,169,25,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-2,remote_checkin-conflict-2--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,214,30,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-2,remote_checkin-conflict-2--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,215,30,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-2,remote_checkin-conflict-2--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,176,25,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-2,remote_checkin-conflict-2--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,commit_then_review,strict,ELIGIBLE,202,27,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-3,remote_checkin-conflict-3--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,185,27,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-3,remote_checkin-conflict-3--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,170,26,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-3,remote_checkin-conflict-3--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,155,23,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-3,remote_checkin-conflict-3--policy_first,remote_checkin,policy_first,conflict,HUMAN_REVIEW,commit_then_review,strict,HUMAN_REVIEW,169,25,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-3,remote_checkin-conflict-3--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,214,30,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-3,remote_checkin-conflict-3--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,215,30,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-3,remote_checkin-conflict-3--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,176,25,0,0,0,0,0,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,remote_checkin-conflict-3,remote_checkin-conflict-3--record_first,remote_checkin,record_first,conflict,HUMAN_REVIEW,commit_then_review,strict,ELIGIBLE,178,24,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,legal_information-valid-1,legal_information-valid-1--policy_first,legal_information,policy_first,valid,ELIGIBLE,independent_review,strict,ELIGIBLE,142,18,0,1,1,1,1,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,legal_information-valid-1,legal_information-valid-1--policy_first,legal_information,policy_first,valid,ELIGIBLE,prior_rationale,strict,ELIGIBLE,178,26,0,1,1,1,1,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,legal_information-valid-1,legal_information-valid-1--policy_first,legal_information,policy_first,valid,ELIGIBLE,evidence_checklist,strict,ELIGIBLE,138,20,0,1,1,1,1,1,1,0,0,0,0,,,,
Mistral-7B,mlx-community/Mistral-7B-Instruct-v0.3-4bit,a4b8f870474b0eb527f466a03fbc187830d271f5,legal_information-valid-1,legal_information-valid-1--policy_first,legal_information,policy_first,valid,ELIGIBLE,commit_then_review,strict,ELIGIBLE,223,30,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0
